LMP_923_R2B1	LMP.Olap_923_R2B1	LMP_923_R3B1	LMP.Olap_923_R3B1	LMP_923_R1B2	LMP.Olap_923_R1B2
ENSG00000161677.11|JOSD2	28	18	20	16	22	23
ENSG00000161681.15|SHANK1	48	22	22	18	29	22
ENSG00000161682.14|FAM171A2	268	276	307	249	271	271
ENSG00000161692.18|DBF4B	758	681	561	880	734	668
ENSG00000161714.12|PLCD3	408	523	397	592	480	545
ENSG00000161791.14|FMNL3	1769.71	1519.93	1256.13	1789.48	1788.7	1305.39
ENSG00000161800.13|RACGAP1	2965	2732	2087	2944	3063	2371
ENSG00000161813.22|LARP4	1856	1986	1406	2518	2246	2089
ENSG00000161835.11|GRASP	135	171	123	128	122	117
ENSG00000161847.14|RAVER1	576.49	659.27	718.97	631.08	577.25	635.96
ENSG00000161860.7|SYCE2	15	23.77	12	12.85	22.65	16.89
ENSG00000161888.11|SPC24	539	659	366	712	532	623
ENSG00000161896.12|IP6K3	6	18	6	21	4	9
ENSG00000161904.12|LEMD2	962	903	687	893	976	721
ENSG00000161912.18|ADCY10P1	11	12	9	10	15	11
ENSG00000161914.10|ZNF653	76	93	90	85.96	70	78
ENSG00000161920.10|MED11	194.46	229.14	145	237	236	201.23
ENSG00000161921.15|CXCL16	159	158	140	172	179	129
ENSG00000161939.19|RNASEK-C17orf49	9.68	34.15	25.69	32.39	27.57	14.05
ENSG00000161955.16|TNFSF13	136	178	142	228	166	207
ENSG00000161956.13|SENP3	1988.65	1888.46	1440.88	1958.17	2020.26	1788.43
ENSG00000161958.11|FGF11	484.15	447.1	326.25	439.87	428.45	341.56
ENSG00000161960.15|EIF4A1	20772.49	16161.43	14953.83	17597.23	21889.36	15330.13
ENSG00000161970.14|RPL26	9901.9	9192.63	6374.99	8723.74	9435	7413.69
ENSG00000161980.5|POLR3K	521.96	494.98	481.97	576.85	594.99	560.96
ENSG00000161981.10|SNRNP25	924.04	1016.02	755.03	1030.15	1055.01	926.04
ENSG00000161996.19|WDR90	1025	1339.41	933.64	1453.39	1120	1321.16
ENSG00000161999.12|JMJD8	769.77	766.4	630.92	727.33	850.17	674.38
ENSG00000162004.17|CCDC78	266	197	216	249	265	214
ENSG00000162032.16|SPSB3	254.54	278.84	163.86	252.23	220.93	238.37
ENSG00000162062.15|TEDC2	265	412	252	303	298	304
ENSG00000162063.13|CCNF	1319.89	1177.87	1147.98	1389.83	1501.91	1273.84
ENSG00000162065.13|TBC1D24	738.09	801	599.78	869	819	684.89
ENSG00000162066.15|AMDHD2	505	773	513.58	804	605	749
ENSG00000162073.13|PAQR4	849.28	631.92	660.95	624.96	969.47	592.11
ENSG00000162076.13|FLYWCH2	155	154	136	179	160	182
ENSG00000162086.14|ZNF75A	874	763	570.71	762	793.63	618.91
ENSG00000162104.10|ADCY9	874	1191	761	1171	1033	1204
ENSG00000162105.18|SHANK2	856	1283	681	1586	874	1250
ENSG00000162129.13|CLPB	871.08	815.94	714	992.45	932.68	922.21
ENSG00000162139.10|NEU3	364	326	260	316	358	232
ENSG00000162144.9|CYB561A3	294.11	299.58	238.29	366.87	336.37	277.98
ENSG00000162148.11|PPP1R32	31.56	20.8	28.07	28	21	17.12
ENSG00000162174.12|ASRGL1	552.98	473.68	398.82	503	609	446
ENSG00000162188.6|GNG3	28	24	16	12	28	23
ENSG00000162191.13|UBXN1	1303	1381	961	1343	1267	1117
ENSG00000162194.12|LBHD1	132.98	161.1	95.14	205.94	118.8	179.03
ENSG00000162222.14|TTC9C	327	299	271	370	341	265
ENSG00000162227.8|TAF6L	423.78	394.09	381.25	445.52	493.16	405.85
ENSG00000162231.14|NXF1	2313	2088	1736	2285	2502	1901
ENSG00000162236.11|STX5	724	710	547	779	743	696
ENSG00000162241.12|SLC25A45	160	177	156	186	183	150
ENSG00000162244.11|RPL29	7931.8	8008.34	5836.72	7477.18	7944.38	6798.25
ENSG00000162298.18|SYVN1	1350.07	1380.81	1039.65	1296.92	1393.1	1127.86
ENSG00000162300.13|ZFPL1	371.15	296.19	286.79	352.66	359.12	331.42
ENSG00000162302.13|RPS6KA4	261	234	203	256	277	263
ENSG00000162337.12|LRP5	1398	1501	1312	1335	1458	1266
ENSG00000162341.17|TPCN2	244	240	152	215	249.17	199
ENSG00000162367.11|TAL1	33	36	30	31	51	29
ENSG00000162368.13|CMPK1	1999	1722	1354	1870	2047	1565
ENSG00000162373.13|BEND5	242	269	130	238	191	201
ENSG00000162374.17|ELAVL4	325	319	205	330	320	254
ENSG00000162377.6|COA7	1134	1091	811	1214	1212	1139
ENSG00000162378.13|ZYG11B	1149	971	784	1146	1199	977
ENSG00000162384.14|CZIB	608	510	484	599	715	486.02
ENSG00000162385.11|MAGOH	534	506	359	529	485	406
ENSG00000162390.17|ACOT11	45.86	74	63	74.62	60.3	77
ENSG00000162396.6|PARS2	178	169	143	214	214	146
ENSG00000162402.14|USP24	1991	1684	1298	1717	2059	1493
ENSG00000162407.9|PLPP3	2773.84	2411.63	2078.67	2657.02	2998.58	2222.53
ENSG00000162408.11|NOL9	563	581	441	621	627	553
ENSG00000162409.11|PRKAA2	256	248	178	299	242	200
ENSG00000162413.16|KLHL21	864	1028	705	1022	951	996
ENSG00000162415.7|ZSWIM5	213	196	162	225	182	161
ENSG00000162419.12|GMEB1	410	332	269	397	359	310
ENSG00000162426.14|SLC45A1	42	51	38	49	47	29
ENSG00000162430.17|SELENON	5478.36	5040.24	4442.65	5705.64	5856.97	4769.15
ENSG00000162433.15|AK4	2227.44	2764.11	1464.97	2809.15	1892.62	1960.57
ENSG00000162434.12|JAK1	1319	1338	913	1449	1369	1176
ENSG00000162437.14|RAVER2	739	690	550	744	694	628
ENSG00000162441.12|LZIC	1075	1133	747	1344	1112	1099
ENSG00000162458.13|FBLIM1	683	652	521	639	672	534
ENSG00000162461.8|SLC25A34	20	10	19	12	23	10
ENSG00000162482.5|AKR7A3	9	21	7	16.35	15	11
ENSG00000162490.7|DRAXIN	889	1119	619	1049	812	794
ENSG00000162493.16|PDPN	2054	2081	1645	2367	2199	1954
ENSG00000162510.6|MATN1	16	34.49	11.79	25.02	13.46	20.44
ENSG00000162512.16|SDC3	15721	17024	13519	18639	17400	17306
ENSG00000162517.13|PEF1	1230	1244	920	1232	1266.3	1142
ENSG00000162521.19|RBBP4	6626.97	6006.89	4414.91	6805.64	6889.83	5467.79
ENSG00000162522.11|KIAA1522	460	542	362	584	409	406
ENSG00000162526.7|TSSK3	47.63	53.14	57.65	51.06	72.26	17.27
ENSG00000162542.13|TMCO4	121	144	87	97	101	97
ENSG00000162545.6|CAMK2N1	780	745	508	747	725	621
ENSG00000162551.14|ALPL	43	32	19	19	42	21
ENSG00000162572.20|SCNN1D	95	124	69	94	71	83
ENSG00000162576.16|MXRA8	15	19	17	16	20	14
ENSG00000162585.17|FAAP20	532.95	507.95	433.63	511.79	533.38	442.51
ENSG00000162595.6|DIRAS3	321	377	284	451	421	411
ENSG00000162599.16|NFIA	916	825	629	865	823	692
ENSG00000162600.12|OMA1	305	212	176	230	268	194
ENSG00000162601.10|MYSM1	1337	1169	875	1320	1224	904
ENSG00000162604.12|TM2D1	295	337	216	343	304	227
ENSG00000162607.13|USP1	2374	2085	1539	2650	2322	1950
ENSG00000162613.16|FUBP1	3509	2883	2521	3166	3635	2623
ENSG00000162614.18|NEXN	11	13	8	21	15	6
ENSG00000162616.9|DNAJB4	287	261	193	323	320	231
ENSG00000162620.16|LRRIQ3	41	26	20	36	48	32
ENSG00000162623.16|TYW3	359.09	338.78	320.53	397.59	443.41	298.88
ENSG00000162627.17|SNX7	364	325	256	355	372	311
ENSG00000162636.16|FAM102B	192	169	108	186	179	145
ENSG00000162641.19|AKNAD1	41	41.53	18.68	32.85	31.41	15.58
ENSG00000162642.14|C1orf52	388	324	269	356	410	284
ENSG00000162650.16|ATXN7L2	599	692	522	643	654	546
ENSG00000162664.17|ZNF326	1583	1469	1079	1634	1766	1284
ENSG00000162669.16|HFM1	11	8	11	16	12	5
ENSG00000162688.17|AGL	642	512	445	636	626	492
ENSG00000162692.12|VCAM1	59	34	31	48	80	39
ENSG00000162694.14|EXTL2	1115.13	1053.27	821.95	1230.32	1241.34	868.68
ENSG00000162695.12|SLC30A7	656	648	512	789	729	616
ENSG00000162702.8|ZNF281	586	436	397	621	662	488
ENSG00000162704.16|ARPC5	1697	1653	1261	1961	1746	1509
ENSG00000162714.12|ZNF496	1635	1277	1183	1433	1538	1125
ENSG00000162728.5|KCNJ9	69	107	56	99	58	83
ENSG00000162729.14|IGSF8	483	592	549	642	616	654
ENSG00000162733.18|DDR2	28	27	22	27	15	14
ENSG00000162734.12|PEA15	6671	6479	5360.99	7707.99	7252	6510
ENSG00000162735.18|PEX19	1567.31	1450.98	1099	1604.06	1507	1254
ENSG00000162736.17|NCSTN	3999	4584	3005	4634	4322	4001
ENSG00000162738.6|VANGL2	3595	3280	2628	3400	3606	2945
ENSG00000162745.10|OLFML2B	78	71	44	76	62	46
ENSG00000162746.14|FCRLB	26	15	15	13	22	20
ENSG00000162755.14|KLHDC9	34	50	28	17	19	21
ENSG00000162757.4|C1orf74	148	160.26	118.67	178.98	144	117.98
ENSG00000162769.13|FLVCR1	611	572	409	671	706	520
ENSG00000162772.17|ATF3	345	329	274	413	380	386
ENSG00000162775.15|RBM15	403.65	473	370	421.39	463.91	422
ENSG00000162777.17|DENND2D	34	26	15	25	31	16
ENSG00000162783.10|IER5	1266	1319	970	1471	1392	1280
ENSG00000162804.14|SNED1	54.02	70.04	36.05	64.4	33.32	54.5
ENSG00000162813.18|BPNT1	293	282	173	322	299	256
ENSG00000162814.11|SPATA17	37	32	32	42	42	29
ENSG00000162817.7|C1orf115	537	699	429	743	578	689
ENSG00000162819.12|BROX	404.86	398.63	275.48	455.4	483.79	374.07
ENSG00000162825.16|NBPF20	165.14	136.19	67.15	102.86	142.44	88.84
ENSG00000162836.12|ACP6	195	249	142	213	204	180
ENSG00000162849.16|KIF26B	56	58	43	70	46	53
ENSG00000162851.8|TFB2M	275	287	227	334	344	293
ENSG00000162852.14|CNST	551	550	409	679	620	513
ENSG00000162869.16|PPP1R21	287	238	180	280	213	168
ENSG00000162873.14|KLHDC8A	10729	9725	8194	10698	11002	9117
ENSG00000162878.13|PKDCC	83	58	75	70	72	77
ENSG00000162885.13|B3GALNT2	966.22	982.64	798.15	1222.5	1204.55	954.88
ENSG00000162889.10|MAPKAPK2	937	884	796	886	1018	834
ENSG00000162909.18|CAPN2	839	671	524	702	820	587
ENSG00000162910.19|MRPL55	363	450	310	415	355	345
ENSG00000162913.9|OBSCN-AS1	14.39	13.21	9.51	24.6	6.26	8.46
ENSG00000162923.16|WDR26	1827	1792.72	1272	2004	1825	1519
ENSG00000162924.14|REL	142.53	161.71	138.79	190.3	182.32	189.58
ENSG00000162927.14|PUS10	109	100.31	80	148.65	132	91
ENSG00000162928.9|PEX13	763	767.69	523	849.35	713	625
ENSG00000162929.13|KIAA1841	478.54	395.48	299.74	472	468.41	325.73
ENSG00000162931.12|TRIM17	23	35	20	36	34	20
ENSG00000162944.10|RFTN2	131	98	89	105	125	75
ENSG00000162946.22|DISC1	463.3	422.78	379	493.59	465.24	377.11
ENSG00000162959.13|MEMO1	553.2	451.05	387.22	555.23	600.36	439.11
ENSG00000162961.14|DPY30	481	438	390	485	511	383
ENSG00000162971.11|TYW5	144	152	103	164	139	107
ENSG00000162972.10|MAIP1	107	100	68	104	111	93
ENSG00000162975.5|KCNF1	273	434	285	418	343	421
ENSG00000162976.13|PQLC3	136	102	96	127	115	117
ENSG00000162980.17|ARL5A	1194	971.22	800.33	1301.93	1282.46	919.07
ENSG00000162981.14|FAM84A	297	273	223	304	329	297
ENSG00000162992.3|NEUROD1	76	64	55	64	66	58
ENSG00000162994.16|CLHC1	153	124	88	166	146	108
ENSG00000162997.15|PRORSD1P	13	14	4	14	12	3
ENSG00000162998.5|FRZB	416	536	256	486	345	386
ENSG00000162999.12|DUSP19	46	48	45	60	79	46
ENSG00000163001.11|CFAP36	675	621	435	670	628	541
ENSG00000163002.13|NUP35	527	431	318	566	554	436
ENSG00000163006.12|CCDC138	408	446	290	491	479	360
ENSG00000163013.11|FBXO41	438	470	369	427	418	343
ENSG00000163026.12|WDCP	1020	993	726	1253	1229	986
ENSG00000163029.16|SMC6	1165	951	711	1107	1135	855
ENSG00000163040.14|CCDC74A	286.56	248.18	243.26	300.24	282.43	233.8
ENSG00000163041.10|H3F3A	7129.78	6131.35	5091.8	6729.31	7248.63	5655.09
ENSG00000163050.17|COQ8A	563	742	458	751	609	684
ENSG00000163053.11|SLC16A14	73	59	37	77	34	33
ENSG00000163069.12|SGCB	2116	1730	1373	1914	2017	1465
ENSG00000163072.15|NOSTRIN	12	16	9	24	10	21
ENSG00000163075.13|CFAP221	36	16	6	27	15	13
ENSG00000163082.10|SGPP2	64	53	35	51	48	32
ENSG00000163083.6|INHBB	119	115	104	118	123	113
ENSG00000163093.12|BBS5	106.45	93.27	73.46	103.91	123.26	82
ENSG00000163104.17|SMARCAD1	1802	1266	1151	1431	1709	1075
ENSG00000163110.15|PDLIM5	2313	2068	1609	2382.97	2531	1846
ENSG00000163125.15|RPRD2	1427	1382	1107	1656	1421	1242
ENSG00000163126.15|ANKRD23	47.43	59.53	66.58	74.5	56.36	44.06
ENSG00000163132.7|MSX1	87	129	130	175	143	144
ENSG00000163138.19|PACRGL	276	229	223	240	308	208
ENSG00000163141.19|BNIPL	9	6	5	17	14	14
ENSG00000163155.12|LYSMD1	207	234	153	234	216	187
ENSG00000163156.11|SCNM1	588	502	406	541	559.64	377
ENSG00000163159.12|VPS72	1248.82	1112.23	807.68	1114.72	1211.8	936.44
ENSG00000163161.13|ERCC3	1897	1598	1365	1693	1875	1504
ENSG00000163166.15|IWS1	1438	1142	954	1226	1424	1062
ENSG00000163170.12|BOLA3	184	209	170	257	235	199
ENSG00000163171.7|CDC42EP3	1028	894	780	1000	1211	833
ENSG00000163191.6|S100A11	325	297	297	345	378	337
ENSG00000163214.21|DHX57	1441	1332	962	1512	1505	1225
ENSG00000163219.11|ARHGAP25	66	91	66	122	100	107
ENSG00000163249.12|CCNYL1	403.15	340	259.72	439	432.24	350.92
ENSG00000163251.4|FZD5	884	678	773	925	978	766
ENSG00000163257.11|DCAF16	1349	1162	912	1243	1377	942
ENSG00000163281.11|GNPDA2	384	324	288	378	413	301
ENSG00000163291.14|PAQR3	456.31	399.62	281.21	426.18	490.09	297.49
ENSG00000163297.17|ANTXR2	276	150	172	144	235	108
ENSG00000163312.11|HELQ	239	290	178	302	303	206
ENSG00000163319.11|MRPS18C	441.59	364.01	276.16	409.83	412.64	334.31
ENSG00000163320.11|CGGBP1	3025	2334	2059	2699	3030	2227
ENSG00000163322.14|ABRAXAS1	161.41	128.99	114.84	151.13	187.36	113.69
ENSG00000163328.13|GPR155	1009	1036	827	1375	1146	1008
ENSG00000163344.6|PMVK	548	529	479	567	534	568
ENSG00000163346.17|PBXIP1	1536	1838	1163	1674	1454	1457
ENSG00000163348.4|PYGO2	1122	1019	800	1102.88	1197.36	895
ENSG00000163349.22|HIPK1	1855	1720	1303	1928	1904	1681
ENSG00000163362.11|INAVA	551	355	386	387	468	264
ENSG00000163374.19|YY1AP1	1373.47	1379.78	980.63	1364.34	1374.31	1017.37
ENSG00000163376.11|KBTBD8	73	59	76	98	87	81
ENSG00000163378.14|EOGT	131	144	88	149	149	93
ENSG00000163382.12|NAXE	689	723	538	716	730	664
ENSG00000163389.12|POGLUT1	662	537	409	736	682	544
ENSG00000163399.16|ATP1A1	19850.99	20593.95	14526.97	20739.94	21030.96	17950.94
ENSG00000163406.11|SLC15A2	121	83	65	86	101	55
ENSG00000163412.13|EIF4E3	49	37	28	26	40	31
ENSG00000163428.4|LRRC58	2432	2300	1727	2741	2561	2185
ENSG00000163430.12|FSTL1	1146	934	789	1058.7	1192	808
ENSG00000163431.13|LMOD1	12	12.21	9	14.42	13.61	7
ENSG00000163435.16|ELF3	11.81	24.83	5	18.09	11	26.28
ENSG00000163444.12|TMEM183A	1177.6	1186.92	919.17	1250.34	1356.76	999.78
ENSG00000163449.11|TMEM169	749	602	540	756	803	580
ENSG00000163453.11|IGFBP7	789.22	1130.42	560.87	1217.32	693.09	986.21
ENSG00000163462.18|TRIM46	127	158	129	156	134	104
ENSG00000163463.11|KRTCAP2	750	738	606	794	822	687
ENSG00000163466.16|ARPC2	2769	2504	2026	2882	2920	2360
ENSG00000163467.11|TSACC	13	19	8	16	14	7
ENSG00000163468.15|CCT3	7203	6661	5198	7323	7834	6429
ENSG00000163472.19|TMEM79	173	209	140	191	199	157
ENSG00000163479.14|SSR2	4051	3375	2860	3384	4200.98	2861
ENSG00000163481.8|RNF25	462	485	384	539	540	480
ENSG00000163482.12|STK36	1701	1630	1268	1748	1754	1420
ENSG00000163485.17|ADORA1	88	73	81	86	92	83.84
ENSG00000163491.16|NEK10	9	11	7	13	18	10
ENSG00000163507.14|CIP2A	1044	1076	759	1256	1163	1007
ENSG00000163510.14|CWC22	617	517	412	595	600	461
ENSG00000163512.14|AZI2	504.93	412.06	356.2	437.63	551.46	394.73
ENSG00000163516.13|ANKZF1	1348	1351	945	1397	1281	943
ENSG00000163517.15|HDAC11	244	269	189	251	243	213
ENSG00000163521.16|GLB1L	191	223	170	226	235	169
ENSG00000163527.9|STT3B	3867	3136	2590	3833	4029	3057
ENSG00000163528.13|CHCHD4	278	224	216	319	286	247
ENSG00000163531.15|NFASC	1258	1294	813	1206	1068	973
ENSG00000163535.18|SGO2	569	467	381	455	585	331
ENSG00000163536.12|SERPINI1	51	39	36	42	52	37
ENSG00000163539.17|CLASP2	1471	1382	1005	1551	1580	1231
ENSG00000163541.12|SUCLG1	1551	1472	1096	1743	1529	1209
ENSG00000163545.8|NUAK2	332	291	284	365	325	269
ENSG00000163558.13|PRKCI	877	842	607	919	864	702
ENSG00000163565.18|IFI16	612	622	409	616	589	437
ENSG00000163576.18|EFHB	14	16	4	11	12	6
ENSG00000163577.8|EIF5A2	159	150	126	222	190	158
ENSG00000163584.18|RPL22L1	178	140	106	177	188	144
ENSG00000163590.14|PPM1L	874	725	494	775	795	623
ENSG00000163596.16|ICA1L	76.17	105	53	101	99	86
ENSG00000163597.14|SNHG16	1379.57	1373.14	997.73	1272.68	1338.78	1163.97
ENSG00000163602.10|RYBP	1060	1065	839	1417	1192	988
ENSG00000163605.14|PPP4R2	2215.72	1654.7	1551.75	2165.83	2262.87	1612.75
ENSG00000163607.15|GTPBP8	212.96	212	133	236.89	198.98	147
ENSG00000163608.15|NEPRO	1284.63	1175.92	797.91	1242.89	1197.23	1025.68
ENSG00000163611.11|SPICE1	385.48	384.38	224.16	429.63	418.59	313.69
ENSG00000163617.11|CCDC191	250	237	165	240	214	176
ENSG00000163625.15|WDFY3	823	670	590	707	763	596
ENSG00000163626.16|COX18	283	189	231	260	309	209
ENSG00000163629.13|PTPN13	4064.93	3768	2729	3929	4096	3453
ENSG00000163634.12|THOC7	583	429	323	526	541	405
ENSG00000163635.18|ATXN7	337.08	556.49	313.78	439.4	428.04	339.06
ENSG00000163636.10|PSMD6	1417.25	1278.99	1030.26	1453.7	1493.84	1231.36
ENSG00000163637.13|PRICKLE2	551.99	778	406	738.29	623.98	663
ENSG00000163638.13|ADAMTS9	616	733	449	749	655	659
ENSG00000163644.15|PPM1K	130	94	100	125	156	97
ENSG00000163655.16|GMPS	2843.02	2548	1976	3002	2990	2529
ENSG00000163659.13|TIPARP	2486	2432	1772	2981	2026	1778
ENSG00000163660.11|CCNL1	2225	1975	1399	2028	2035	1441
ENSG00000163661.4|PTX3	1925	1602	1578	2020	2305	1513
ENSG00000163666.10|HESX1	32	26	23	35	34	28
ENSG00000163681.14|SLMAP	844	877	547	918	905	869
ENSG00000163682.16|RPL9	10468.08	9477.08	7140.91	10380.2	9967	7581.18
ENSG00000163683.12|SMIM14	593	645	390	649	580	532
ENSG00000163684.11|RPP14	620.83	640.91	502.38	773.78	621.18	536.12
ENSG00000163686.14|ABHD6	262	252	170	267	284	218
ENSG00000163694.15|RBM47	77	101	41	133	41	86
ENSG00000163697.17|APBB2	2256	1762.95	1650	1981	2358.97	1603
ENSG00000163702.20|IL17RC	285	392	211	383	275	328
ENSG00000163703.17|CRELD1	454	499	350	504	466	376
ENSG00000163704.12|PRRT3	164	176	161.93	207.87	163	159
ENSG00000163710.9|PCOLCE2	214	208	158	256	277	247
ENSG00000163714.17|U2SURP	4746.53	4102.4	3053.74	4543.82	4403.96	3535.1
ENSG00000163719.19|MTMR14	604	615	437	612	629	511
ENSG00000163728.11|TTC14	719	671	415	718	697	509
ENSG00000163738.18|MTHFD2L	204	119	114	193.96	163	121
ENSG00000163743.13|RCHY1	338	309	230	344	351	230.98
ENSG00000163754.17|GYG1	479	484	393	510	551	456
ENSG00000163755.8|HPS3	602.86	538	381.93	579	691	474
ENSG00000163781.13|TOPBP1	2788	2915	1921	3148	2906	2401
ENSG00000163785.12|RYK	1419	1270	1020	1512	1477	1171
ENSG00000163788.14|SNRK	593.23	553.5	483.5	708.1	640.51	561.84
ENSG00000163795.14|ZNF513	376.1	383.22	360.68	410.37	399.39	337.16
ENSG00000163798.13|SLC4A1AP	764.47	724.86	539.24	842.56	815.27	721.32
ENSG00000163803.13|PLB1	59	87	58	106	64	96
ENSG00000163806.16|SPDYA	20.69	9.44	10.75	24.38	13.71	21.32
ENSG00000163807.6|KIAA1143	2022.24	1945	1381	2534	2191	1884.64
ENSG00000163808.17|KIF15	1603	1729	1017	1793	1594	1370
ENSG00000163811.12|WDR43	1702	1487	1116	1738	1741	1364
ENSG00000163812.14|ZDHHC3	1259	1173	903	1254	1249	1054
ENSG00000163818.17|LZTFL1	376	283	265	332	308	242
ENSG00000163820.15|FYCO1	406	356	259	377	321	327
ENSG00000163827.13|LRRC2	27	45	31	58	32	48
ENSG00000163832.16|ELP6	651	626	519	683	674	606
ENSG00000163840.10|DTX3L	1275.43	1145.84	916	1316.62	1263	1192.66
ENSG00000163848.19|ZNF148	1254	1128	877	1297	1227	1011
ENSG00000163866.9|SMIM12	725	617.52	493	660	684	565
ENSG00000163867.17|ZMYM6	369.53	299.15	186.95	395.63	343	271.95
ENSG00000163870.15|TPRA1	438	495	382.86	458	474	398
ENSG00000163872.16|YEATS2	3130.94	2772.94	2169.28	3105.41	3246.4	2554.1
ENSG00000163873.10|GRIK3	7478	6228	5236	6652	7275	5571
ENSG00000163874.11|ZC3H12A	30	26	20	19	33	27
ENSG00000163875.15|MEAF6	1074	1044	721	1092	1094	948
ENSG00000163877.11|SNIP1	546	491	379	582	517	413
ENSG00000163879.11|DNALI1	1469	1323	1004	1452	1429	1154
ENSG00000163882.9|POLR2H	900	899	667	932	803	719
ENSG00000163884.4|KLF15	146	95	116	91	126	106
ENSG00000163888.4|CAMK2N2	159.44	136.36	104.91	163.58	174.52	146.59
ENSG00000163900.11|TMEM41A	270.79	288.97	211.84	281.13	340.18	239.6
ENSG00000163902.12|RPN1	4885	4799	3635	5191	5293	4573
ENSG00000163904.13|SENP2	1075	1015	746	1199	1093	935
ENSG00000163909.8|HEYL	67	80	57	63	82	47
ENSG00000163913.11|IFT122	953.85	841.39	740	959.17	987.39	863.76
ENSG00000163918.10|RFC4	1207	1123	749	1193	1109	963
ENSG00000163930.10|BAP1	2518	2667	2122	2703	2652	2381
ENSG00000163931.16|TKT	7234	7215	6776	7912	8641	7782
ENSG00000163932.14|PRKCD	454	436	362	482	500	373
ENSG00000163933.10|RFT1	771	874	649	972	868.55	790
ENSG00000163935.14|SFMBT1	471	447	316	501	553	402
ENSG00000163938.17|GNL3	2794	2216	1866	2507	2762	1979
ENSG00000163939.18|PBRM1	2066.42	1609.23	1489.39	1936	2220.71	1674.11
ENSG00000163945.16|UVSSA	759	595	492	741	661	547
ENSG00000163946.13|TASOR	993.97	859.8	654.28	962.43	1004.73	739.42
ENSG00000163947.11|ARHGEF3	540	450	395	520	568	427
ENSG00000163950.13|SLBP	1483	1361	968	1524	1509	1146
ENSG00000163956.12|LRPAP1	1912	1710	1549	1883	2009	1547
ENSG00000163959.10|SLC51A	23.02	22	17	18	18	14
ENSG00000163960.12|UBXN7	2277	2095	1477	2237	2221	1730
ENSG00000163961.4|RNF168	915	943	740	1185	936	952
ENSG00000163964.14|PIGX	644	524	389	689	607	507
ENSG00000163975.12|MELTF	212	221	138	167	220	153
ENSG00000163995.20|ABLIM2	38	32	21	47	39	28
ENSG00000164007.10|CLDN19	20	19	18	37	22	19
ENSG00000164008.16|C1orf50	189.11	204.8	109.76	187.46	208.87	158.29
ENSG00000164010.15|ERMAP	300.48	256.7	236	287.15	354.33	242.48
ENSG00000164011.18|ZNF691	289	278	231	336	325	239
ENSG00000164022.16|AIMP1	1008	864.96	653.31	901.21	979.42	719.45
ENSG00000164023.14|SGMS2	53	65	39	65	66.95	59
ENSG00000164024.12|METAP1	1213	1036	848	1237	1335	1013
ENSG00000164031.17|DNAJB14	1059	998	706	1274	1113	938
ENSG00000164032.12|H2AFZ	7468	7159	5534	7670	8325	6936
ENSG00000164038.15|SLC9B2	216.13	151	146	182	228.77	160.26
ENSG00000164039.15|BDH2	457.87	285	260	294	387.23	206.74
ENSG00000164040.16|PGRMC2	1432	1289	989	1462	1520	1087
ENSG00000164045.11|CDC25A	1089	1203	873	1555	1361	1299
ENSG00000164048.14|ZNF589	1232	1238	847.3	1304	1177	1015.78
ENSG00000164050.13|PLXNB1	5060	4294	4126	4315	5012	3704
ENSG00000164051.14|CCDC51	424.05	460.25	303	455.31	441.36	418.47
ENSG00000164053.21|ATRIP	422.65	474.87	377.38	594.65	467.23	495.14
ENSG00000164054.15|SHISA5	1896	2060	1851	2043	2207	1937
ENSG00000164056.11|SPRY1	2196	1892	1842	2543	2379	1978
ENSG00000164061.5|BSN	365	303	271	318	342	272
ENSG00000164062.13|APEH	2287	2463	1824	2612	2567	2497
ENSG00000164066.13|INTU	201	193	150	192	222	160
ENSG00000164068.16|RNF123	1050.41	1166.89	915.12	1144.06	1255.38	983.19
ENSG00000164070.12|HSPA4L	587.32	597	453.99	759.79	704.69	654
ENSG00000164073.10|MFSD8	475	439	289.05	523	448	386
ENSG00000164074.15|ABHD18	192	211	149.95	225	225	146
ENSG00000164076.17|CAMKV	834	873	653	991	870	782
ENSG00000164077.14|MON1A	131	123	99	151	121	135
ENSG00000164080.13|RAD54L2	1404	1234	1172	1538	1406	1199
ENSG00000164081.12|TEX264	609	604	475	575	671	545
ENSG00000164082.15|GRM2	32	33	32	43	38	32
ENSG00000164086.10|DUSP7	447	551	416	625	456	595
ENSG00000164087.7|POC1A	556	727	463	693	569	622
ENSG00000164088.18|PPM1M	277	286	228	257	307	199
ENSG00000164091.12|WDR82	5703	5184	3989	5714	5816	4653
ENSG00000164096.13|C4orf3	1253	884	790	931	1154	754
ENSG00000164104.11|HMGB2	6397	4766	4252	4709	5804	3583
ENSG00000164105.4|SAP30	418	284	243	301	376	226
ENSG00000164106.8|SCRG1	33	10	23	15	45	8
ENSG00000164107.8|HAND2	67.36	53	25	35.98	52.96	19
ENSG00000164109.14|MAD2L1	1660.98	1502	1147	1778	1796	1467
ENSG00000164111.15|ANXA5	3116	2739	1870	2736	2878	2219
ENSG00000164114.19|MAP9	558	484	313.94	526	582	427
ENSG00000164117.13|FBXO8	210.67	211.42	151.66	215.48	233.16	196.38
ENSG00000164118.13|CEP44	384.33	378.58	225.34	425.52	380.84	306.62
ENSG00000164134.13|NAA15	1860	1567	1472	2171	1980	1657
ENSG00000164142.16|FAM160A1	75	87	48	103	80	72
ENSG00000164144.16|ARFIP1	779	679	551	817	777	651
ENSG00000164151.12|ICE1	1770	1546	1187	1702	1832	1439
