Ctrl_417_R1B1	LMP_417_R1B1	Ola_417_R1B1	LMP.Olap_417_R1B1	Ctrl_417_R2B2	LMP_417_R2B2	Ola_417_R2B2	LMP.Olap_417_R2B2	Ctrl_417_R3B2	LMP_417_R3B2	Ola_417_R3B2	LMP.Olap_417_R3B2
ENSG00000158864.12|NDUFS2	3625	3092	2553	3113	2671	2542	2886	2259	3287	2772	2977	2589
ENSG00000158882.15|TOMM40L	802.67	663.54	669	779.68	526.1	446.62	647.84	394.98	715.66	706.12	767.56	646.1
ENSG00000158887.16|MPZ	188	210	137	229	107	158	140	190	375	463	471	486
ENSG00000158941.16|CCAR2	2056.38	1937.94	1604.63	2114.09	1782.26	1528.78	1871	1520.41	1652.75	1741.69	1834.03	1799.45
ENSG00000158966.15|CACHD1	68	74	57	84	46	57	45	49	110	102	76	92
ENSG00000158985.13|CDC42SE2	1328	1019	986	1055	1181	949	1153	835	1200	856	948	813
ENSG00000158987.20|RAPGEF6	727	606	571	683	714	667	740	564	712	615	657	534
ENSG00000159023.21|EPB41	1620.01	1428.13	1294.5	1612.55	1402.56	1264.7	1418.49	1224.7	1981.43	1654.68	1898.75	1672.9
ENSG00000159055.4|MIS18A	357	325	312	345	288	309	326	305	379	341	383	367
ENSG00000159063.13|ALG8	797	614	547	701	584	519	554	534	617	626	626	574
ENSG00000159069.14|FBXW5	975	993	939	1121	728	780	915	699	686	951	1062	1139
ENSG00000159079.19|CFAP298	654.47	545.4	480.65	514.4	509.93	421.6	491.86	409.97	455.11	459.67	462.65	463.19
ENSG00000159082.17|SYNJ1	1117	935	883	1068	927	964	994	881	1080	989	997	906
ENSG00000159086.15|PAXBP1	1493	1329	1121	1365	1325	1231	1357	1167	1376	1223	1273	1152
ENSG00000159110.19|IFNAR2	383.68	257.89	334.19	396.81	316.1	311.73	296.89	253.48	436.72	337.39	353.26	253.47
ENSG00000159111.13|MRPL10	923	875	688	860	667	571	742	600	745	849	839	771
ENSG00000159128.14|IFNGR2	1060.9	867	708	913	809.84	835	927.96	721.66	1209.74	1051.94	1044	947.88
ENSG00000159131.17|GART	2156	1671	1581	1917	1764	1521	1833	1436	2220	1917	1993	1836
ENSG00000159140.20|SON	10775	9156.98	8563.98	10096.05	9694	8585.98	9819.99	7610.98	9024.99	7505.98	8730.93	7127
ENSG00000159147.18|DONSON	1062.9	883.09	766.51	1073.44	914.65	855.31	908.67	835.79	1370.57	1282.55	1245.79	1137.37
ENSG00000159164.10|SV2A	14078	12945	11372	14387	11405	11266	12505	10690	13360	12929	14266	13323
ENSG00000159167.12|STC1	143	126	107	163	219	167	77	297	583	471	536	457
ENSG00000159176.14|CSRP1	3491	3244	2592	3391	3002	2823	3242	2533	3046	3031	3113	3125
ENSG00000159184.7|HOXB13	330	342	311	409	291	255	313	232	310	336	386	359
ENSG00000159197.3|KCNE2	13.99	6	10.09	8.79	6.46	15.1	10.45	6.33	12	3.25	6.29	4.14
ENSG00000159199.14|ATP5MC1	1416	1104	959	1187	929	752	956	739	1232	1098	1047	1090
ENSG00000159200.18|RCAN1	1197	936	848	1001	844	824	892	682	1137	1018	1008	951
ENSG00000159202.18|UBE2Z	3640	3254	2737	3430	2963	2766	3175	2509	3924	3528	3778	3559
ENSG00000159208.16|CIART	644	568	488	602	502	498	514	544	411	400	368	308
ENSG00000159210.9|SNF8	1465	1301	1237	1368	1193	1128	1140	944	1296	1090	1147	1134
ENSG00000159214.13|CCDC24	335.95	385	241	381	294	261	312	259	284	331.92	325	294.95
ENSG00000159216.18|RUNX1	242	169	176	221	281	243	258	253	342	319	384	337
ENSG00000159231.6|CBR3	491.05	429.95	407.8	544.66	415.17	403.68	409.24	376.83	523.08	455.52	464.97	495.11
ENSG00000159256.13|MORC3	1324	1136	1006	1159.13	1008.67	996.47	1100.31	879	997	761	906	667.29
ENSG00000159259.8|CHAF1B	167	146	139	186	147	137	169	118	138	136	155	129
ENSG00000159263.15|SIM2	645	550	521	538	518	410	476	370	340	287	321	321
ENSG00000159267.14|HLCS	1487	1187	1173	1248	1233	950	1239	887	1134	913	1085	757
ENSG00000159289.6|GOLGA6A	1.75	13.24	5.97	0.86	1.63	6.44	1.37	3.49	1.33	1	6.24	1
ENSG00000159314.11|ARHGAP27	176	229	142	214	173	145	137	140	232	298	322.97	258
ENSG00000159322.17|ADPGK	1213	1043	928	1200.99	1094.88	946	1166.98	930.99	1221	1097	1051.97	1070
ENSG00000159335.16|PTMS	8248	7249	5658	7062	6233	6035	6689	6271	5913	6206	6273	6040
ENSG00000159346.13|ADIPOR1	5643	5234	4393	5084	5096	4536	5273	4224	3693	3124	3670	2998
ENSG00000159348.13|CYB5R1	2187	2133	1823	2133	2539	2135	2483	2005	1734	1193	1668	1103
ENSG00000159352.15|PSMD4	3865	3250	2733	3531	2770	2697	3054	2295.99	3205	2989.99	3145	2736
ENSG00000159363.18|ATP13A2	1977	1806	1778	2229	1820.99	1655	1939.99	1665	1250	1826	1908	2043
ENSG00000159377.11|PSMB4	4874	4226	3483	4651	3509	3281	3882	3093	4647	4279	4325	4099
ENSG00000159388.6|BTG2	1938	1768	1589	1846	1564	1590	1936	1410	2516	1995	2376	1855
ENSG00000159399.9|HK2	164	140	146	180	164	185	170	222	198	217	165	214
ENSG00000159403.17|C1R	1157	1178	917	1328	912	850	893	766	582	579	569	516
ENSG00000159409.14|CELF3	6	4	7	10	5	7	7	12	9	27	6	14
ENSG00000159423.17|ALDH4A1	900	917	741	1071	703.58	782	888	769	752	976	1012.59	1048
ENSG00000159433.12|STARD9	1110	921	801	1044	826	702	773	738	858	754	893	629
ENSG00000159445.13|THEM4	350	296	287	326	277	258	318	240	300	289	294	290
ENSG00000159450.12|TCHH	2	0	3	3	1	0	0	0	7	12	6	6
ENSG00000159459.12|UBR1	1549	1138	1119	1269	1184	1083	1273	963	1442	1102	1212	985
ENSG00000159461.15|AMFR	2841.99	2540.97	2448	2882	2502	2495.98	2790	2319	2416	2259.97	2620	2187
ENSG00000159479.17|MED8	803	698	637	710.96	568	614	625	466	1041	864.97	877	711.91
ENSG00000159556.10|ISL2	21	14	15	17	12	9.71	18	13	23	34	16	29
ENSG00000159579.14|RSPRY1	2263	1945	1693	1875	1754	1577	1947	1303	1627	1405	1613	1371
ENSG00000159588.15|CCDC17	11	6	6	11	10	12	4	4	5	4	5	7
ENSG00000159592.11|GPBP1L1	1718	1508	1371	1562	1653	1408	1579	1237	1460	1254	1306	1072
ENSG00000159593.15|NAE1	808	672	602	757	607	595	607	566	947	774	783	816
ENSG00000159596.7|TMEM69	412	321	308	362	272	272	299	260	364	302	347	269
ENSG00000159640.16|ACE	76	53	55	103	52	48	62	42	94	109	131	121
ENSG00000159658.11|EFCAB14	2504	2207	2014	2369	2192	2093	2219	1891	2110	1704	1949	1697
ENSG00000159685.10|CHCHD6	278	186	244	192	191	134	187	120	170	203	168	224
ENSG00000159692.15|CTBP1	2304.95	2040.99	1825.24	2206.35	1799.04	1715.68	2026.5	1583.23	1797.23	2035.11	2158.97	2133.86
ENSG00000159714.11|ZDHHC1	58	70	70	88	72	71	58	53	41	48	53	36
ENSG00000159720.12|ATP6V0D1	2550	2445	2023	2844	1928	1778	2082	1764	2636	2659	2845	2669
ENSG00000159733.13|ZFYVE28	318	300	260	344	220	228	216	189	134	151	173	180
ENSG00000159753.14|CARMIL2	25	20	13	25	13	12	9	9	39	34	27	41
ENSG00000159761.15|C16orf86	61.92	114	49.88	82.95	56	51.91	51	64	57.74	76.89	76	76.6
ENSG00000159784.17|FAM131B	1066	894	859	1111	894	748	864	708	1566	1518	1583	1473
ENSG00000159788.19|RGS12	3714	3206	3057	3426	3553	2889	3604	2389	1916	1881	2223	1783
ENSG00000159792.10|PSKH1	775	692	608	712	633.85	531	607	538	392	391	512	414
ENSG00000159840.16|ZYX	3821	3252	3093	3660	3253	2528	3071	2158	3242	3814	4217	3959
ENSG00000159842.15|ABR	4103.75	3878.05	3323.78	4349.06	3613	3186.05	3877.35	2846.53	3470.15	3436.74	4086.29	3543.79
ENSG00000159860.7|TCAF2P1	0	0	0	0	13.64	10.86	4.37	18.7	0	2.15	3.31	3.52
ENSG00000159871.15|LYPD5	7	11	8	11	9	9	5	9	9	10	6	4
ENSG00000159873.10|CCDC117	807	631	536	734	658	627	814	577	842	752	732	665
ENSG00000159882.13|ZNF230	73	63	50	65	68	86	67	80	71	58	67	59
ENSG00000159884.12|CCDC107	214.89	232.25	171.14	256.68	164.12	168.38	182.86	141.05	122.78	130.16	120.96	141.51
ENSG00000159885.14|ZNF222	52.11	57.15	50.21	53.52	54.79	53.48	46.57	62.89	68	68.77	69.63	59
ENSG00000159899.14|NPR2	615.15	554.4	504.81	651.13	541.59	548.05	614.28	501.41	688.14	615.06	662.77	600
ENSG00000159904.11|ZNF890P	10.2	21.84	12.42	6.44	2.6	3.27	6.85	2.6	8.42	5.68	14.19	2.2
ENSG00000159905.14|AC006213.1	60	57	56	44	74	62	56	63	53	52	57	33
ENSG00000159915.12|ZNF233	27	41	28	50	35	36	45	34.74	56	62	53	56.46
ENSG00000159917.17|ZNF235	168.05	131.76	118.97	130.58	129.39	132.2	145.05	107.61	142.77	104.36	118.49	98.72
ENSG00000159921.15|GNE	1170	959	880	1114	959	938	1047	821	769	668	729	691
ENSG00000159958.6|TNFRSF13C	122	129	83	119	98	76	121	100	69	55	90	66
ENSG00000160007.18|ARHGAP35	2067	1800	1719	1905	1702	1476	1796	1381	1572	1455	1850	1476
ENSG00000160014.16|CALM3	7360	6502	5618	7119	6482	6532	7071	5920	6997	7435	7546	7215
ENSG00000160049.12|DFFA	1065.89	836.83	856	986.47	670.23	704.37	828.56	658.67	1004.39	923.18	1011.54	953.83
ENSG00000160050.14|CCDC28B	439	391	365	393	268	286	320	254	326	347	352	322
ENSG00000160051.11|IQCC	215.87	183.95	177	247.99	177.89	212.96	205.91	190	216.99	227	213.98	210
ENSG00000160055.19|TMEM234	127.2	137.76	125.8	158.9	100.36	107.72	109.97	106.94	167.88	132.91	142.67	125.33
ENSG00000160058.18|BSDC1	2052	1835	1561	2046	1633	1421	1635	1330	1723	1535	1795	1375
ENSG00000160062.15|ZBTB8A	217.67	172.27	193.47	275.49	173.91	198.73	204.71	220.16	224.88	192.13	243.77	188.3
ENSG00000160072.19|ATAD3B	389.42	380.5	328.78	485.61	286.91	305.4	392.3	269.51	288.31	359.68	369.02	392.08
ENSG00000160075.12|SSU72	1570	1214	1141	1454	1095	1001	1216	876	1323	1146	1274	1115
ENSG00000160087.20|UBE2J2	677	582	500	558	470	398	544	416	541	579	555	564
ENSG00000160094.15|ZNF362	551	560	442	560	406	431	485	402	227	220	315	276
ENSG00000160097.18|FNDC5	234	261	176	240	147	174	209	149	105	95	84	83
ENSG00000160113.5|NR2F6	441.94	384	344	459	362	340	427	326	381	443	456	543
ENSG00000160117.15|ANKLE1	29	37	22	41	22	20	33	21	20	33	29	21
ENSG00000160124.9|CCDC58	277	235	228	237	218	180	235	209	292	243	250	245
ENSG00000160131.13|VMA21	1979	1670	1533	1788	1533	1575	1775	1373	1687	1475	1582	1421
ENSG00000160145.15|KALRN	784.45	545.01	635.24	620.47	713.2	522.96	764.2	498.54	770.53	563.54	794.6	519.35
ENSG00000160161.9|CILP2	32	19	27	35	17	8	27	10	11	23	13	19
ENSG00000160172.10|FAM86C2P	95.14	89.16	74.35	87	58	52	66.19	43	50	58.11	57.12	52
ENSG00000160190.14|SLC37A1	404	382	318	415.35	280	271	356	284	291	276	307	317
ENSG00000160191.18|PDE9A	477	395	364	439	472	357	460	324	387	402	395	310
ENSG00000160193.11|WDR4	247	238	215	254	215	176	283	171	183	216	252	205
ENSG00000160194.18|NDUFV3	972	836	701	896	642	630	702	579	781	687	731	674
ENSG00000160199.14|PKNOX1	1092	869	854	999	925	816	1036	796	865	772	896	708
ENSG00000160200.17|CBS	2303.69	2189.79	1917.98	2660.26	1764.38	1665.69	1863.11	1549.42	1686.78	2044.43	2262.92	2148.89
ENSG00000160201.11|U2AF1	764.71	674.24	685.09	868.76	775.84	653.99	805.77	703.3	772.03	663.07	964.51	629.16
ENSG00000160207.9|HSF2BP	40.76	37.23	28	71.64	31.7	31	36	23.35	23	27	26	14.64
ENSG00000160208.13|RRP1B	891	783	773	864	705	712	789	682	949	922	959	955
ENSG00000160209.19|PDXK	1948	1911	1576	2279	1671	1597	1852	1616	1821	1929	2088	2078
ENSG00000160211.17|G6PD	2607	2255	2135.99	2800	1889.58	1597	1917	1364	2664.98	3118	3350	3479.98
ENSG00000160213.7|CSTB	1650	1559	1370	1848	1161	1197	1431	1165	1886	1986	2022	1981
ENSG00000160214.12|RRP1	544	563	436	635	432	406	473	381	515	558	587	604
ENSG00000160216.19|AGPAT3	1780	1785	1562	1986	1595	1429	1686	1261	1823	1806	2159	1850
ENSG00000160218.13|TRAPPC10	1206.5	1163.48	1050.02	1455.11	1163.93	1046.79	1215.26	891.72	1090.25	1131.03	1256.84	1020.39
ENSG00000160219.12|GAB3	25	26	13	39	15	36	20	32	35	16	25	24
ENSG00000160221.18|GATD3A	125.86	141.02	81.69	46.3	102.74	97.76	33.47	130.02	87	82.48	79.99	147.54
ENSG00000160223.17|ICOSLG	165.7	145.49	144.16	158.57	139.07	146.68	139.69	120.43	156.05	207.22	187.43	207.29
ENSG00000160226.16|CFAP410	420.36	384.54	377.25	443.51	386.55	365.79	408.52	342.69	257.71	316.71	396.01	383.63
ENSG00000160229.12|ZNF66	48.13	43	24	33.11	38	47	34	32	52	38	53.01	35.02
ENSG00000160255.18|ITGB2	73	95	71	89	56	46	65	51	2	2	5	3
ENSG00000160256.13|FAM207A	199	142	149	159.85	132	92	146	125	113	139	192	193
ENSG00000160271.16|RALGDS	1500	1638	1302	1804	1310	1209	1361	1235	1269	1437	1570	1397
ENSG00000160282.14|FTCD	16	9	14	17	21	10	22	13	8	5	10	7
ENSG00000160284.15|SPATC1L	127	147	113	156	119	87	125	118	102	174	161	144
ENSG00000160285.15|LSS	5389.98	5069.96	4494.98	5546.99	4708.99	4131	4669.99	3708	4229.97	4858.99	5508	5012.99
ENSG00000160293.17|VAV2	3776	3445	3052	3602	3410	3122	3748	2885	2095	2030	2474	2013
ENSG00000160294.11|MCM3AP	2567.21	2263.18	2030.85	2414.19	2172.11	1860.39	2212.9	1721.76	2361.83	2216.9	2332.04	2101.56
ENSG00000160298.17|C21orf58	437	453	396	649	414	540	468	581	364	468	502	549
ENSG00000160299.17|PCNT	2596	2361	2065	2618	2096	2051	2165	2024	2060.95	2110	2310	2070
ENSG00000160305.18|DIP2A	2059	1985	1628	2112	1687	1695	1845	1739	1693	1754	2019	1756
ENSG00000160307.10|S100B	26	16	19	19	16	18	20	19	106	92	105	79
ENSG00000160310.18|PRMT2	3087	2788	2335	2830	2495	2270	2505	2185	2326	2045	2293	1959
ENSG00000160321.15|ZNF208	4.4	0	8.08	2	4.72	2.38	1	1.09	24.95	18.58	16.61	16.25
ENSG00000160323.18|ADAMTS13	417	377	342	451	270	240	316	255	248	267	308	289
ENSG00000160325.14|CACFD1	663	684	585	780	499	522	616	433	293	399	451	395
ENSG00000160326.14|SLC2A6	371	392	366	512	317	331	366	353	396	541	601	658
ENSG00000160336.15|ZNF761	164.5	147.81	151.77	154.67	129.28	160.04	160.78	123.36	202.5	185.43	187.93	153.22
ENSG00000160345.13|C9orf116	51	57	41	64	36	26	44	42	70	63	53	67
ENSG00000160352.15|ZNF714	885.61	755.93	649.85	906	854	916.78	934	917.02	1170.79	1089.09	1011	1043.67
ENSG00000160360.13|GPSM1	1137.92	1130	977.98	1262	868.84	776.98	927.94	773	562	958.93	1014	1140
ENSG00000160392.13|C19orf47	162	142	112	160	90	109	109	99	96	164	157	153
ENSG00000160401.15|CFAP157	16.63	17.43	24.95	16.55	20.55	19.44	15.5	16.1	9.48	18.96	19.07	38.77
ENSG00000160404.18|TOR2A	329	278	269	404	238	287	271	228	237	286	370	312
ENSG00000160408.14|ST6GALNAC6	1757.78	1835.24	1511.49	1790.02	1746.5	1474.51	1782.53	1450.02	1240.69	1250.87	1269.61	1215.35
ENSG00000160410.15|SHKBP1	509	518	469	644	462	427	460	377	483	581	624	613
ENSG00000160439.16|RDH13	181.07	179.19	133.07	197.84	117.8	151.86	166.8	132.95	169.62	150.55	165.16	140.59
ENSG00000160445.11|ZER1	919	972	838	984	759	726	800	673	698	789	970	778
ENSG00000160447.7|PKN3	324	413	294	530	330	393	361	397	277	406	367	436
ENSG00000160460.16|SPTBN4	225	270	203	250	185	146	208	163	75	100	111	109
ENSG00000160469.16|BRSK1	521	464	378	447	398	341	423	290	246	265	286	294
ENSG00000160539.6|PLPP7	75	99	52	82	59	38	61	56	60	64	55	61
ENSG00000160551.11|TAOK1	4188	3280	3308	3505	3947	3270	3929	3174	3885	3093	3604	2794
ENSG00000160563.14|MED27	766	575	563.88	630	528	521	665.92	509	695	686.89	676.89	682
ENSG00000160570.14|DEDD2	35	31	25	39	16	32	20	26	22	24	33	22
ENSG00000160584.16|SIK3	2574	2142	2067	2296	2306	1837	2278	1738	1784	1434	1722	1333
ENSG00000160588.10|MPZL3	40	40	25	30	24	29	16	16	81	56	69	49
ENSG00000160602.14|AC010761.1	452	436	395	474	352	318	372	317	325	340	380	282
ENSG00000160606.11|TLCD1	394	344	295	456	277	226	287	229	231	248	223	182
ENSG00000160613.12|PCSK7	2288.51	2132.08	1828.4	2364	1759.06	1592.82	1771.51	1445.7	1832.69	1878.72	2220.55	1919.32
ENSG00000160633.13|SAFB	2564.84	2255.22	2064.92	2335.01	2278.51	2088.15	2316.3	1984.57	2378.3	2341.01	2317.86	2341.65
ENSG00000160678.11|S100A1	69.38	64.1	39	60.09	41.14	60.15	49.37	42.35	45.35	40.51	73.05	58.15
ENSG00000160679.13|CHTOP	2111.93	1869.91	1665.76	2040	1665.93	1671.79	1984.95	1630.9	1486.96	1346.84	1445.84	1362.85
ENSG00000160685.13|ZBTB7B	684	590	540	610	529	500	593	452	495	607	680	623
ENSG00000160688.19|FLAD1	450	445	379	457	344	348	381	258	406	441	447	435
ENSG00000160691.18|SHC1	4565.13	4268.71	3501.75	4583.26	3963.57	3448.6	4172.53	3205.21	4908.85	4532.65	4925.47	4418.36
ENSG00000160695.14|VPS11	1812	1705	1517	2002	1487	1292	1498	1219	1398	1293	1486	1201
ENSG00000160703.16|NLRX1	355	420	350	472	299	357	401	347	284	364	411	353
ENSG00000160710.16|ADAR	7448	6144	5878	7560	6585	5887	6770	5807	6901	5620	6183	5409
ENSG00000160712.13|IL6R	222	188	174	215	197	184	180	183	210	206	200	262
ENSG00000160714.10|UBE2Q1	2236	1888	1600	1964	1701	1507	1723	1454	2439	2125	2235	1883
ENSG00000160716.5|CHRNB2	168	167	148	237	112.53	111	142	112	151	155	188	149
ENSG00000160741.17|CRTC2	1188	1046	878	1120	1057	940	1042	888	914	941	971	995
ENSG00000160746.12|ANO10	1340	1003	1130	1174	882	805	946	725	2171	1616	2098	1366
ENSG00000160752.14|FDPS	6925.96	5461.67	4898.31	5957.43	5795.75	5286.63	6219.64	4977.59	7418.06	6577.6	6789.14	6559.45
ENSG00000160753.16|RUSC1	802.06	801.27	641.51	854.73	643	600.43	710.4	659	786.56	818.45	862.46	878.63
ENSG00000160766.14|GBAP1	545.17	568.31	406.1	618.18	400.32	464.39	449.48	512.17	530.04	411.38	518.8	440.99
ENSG00000160767.21|FAM189B	782	741	698	840	699	576	738	564	1199	1368	1482	1563
ENSG00000160781.17|PAQR6	555	594	463	685	411	431	451	459	431	407	454	460
ENSG00000160783.19|PMF1	1267.93	1049.55	894	1119.59	859.66	831.64	938.94	724.27	847.48	800.23	834.29	733.68
ENSG00000160785.13|SLC25A44	2193	1876	1691	2157	1707	1582	1970	1497	2118	1857	2105	1796
ENSG00000160789.20|LMNA	5327	5104	4992	6149	5229	4691	5262	4058	4541	6393	6458	6708
ENSG00000160796.17|NBEAL2	401	391	332	481	352	247	352	251	465	640	568	603
ENSG00000160799.11|CCDC12	688	678	584	694	574	466	579	430	453	528	546	442
ENSG00000160801.14|PTH1R	71	77	82	112	58	82	80	101	118	195	187	221
ENSG00000160803.8|UBQLN4	2248	1984.85	1897.03	2349.93	1853.16	1796.86	1938	1693	2106.16	2198.9	2138.77	2211.68
ENSG00000160813.7|PPP1R35	235	218.48	208.87	197.84	178	177	225.27	197.18	169.6	184	180	145
ENSG00000160818.16|GPATCH4	970	778	736	843	705	539	698	440	666	635	637	609
ENSG00000160862.13|AZGP1	271	183	184	286	262	246	229	260	548	508	559	493.98
ENSG00000160867.15|FGFR4	11	9	10	10	5	8	6	15	3	0	5	0
ENSG00000160877.6|NACC1	2371.76	2180.7	2076.72	2546.22	2037.02	1891.9	2123.36	1827.49	1782.24	2376.29	2390.8	2644.52
ENSG00000160883.11|HK3	32	34	26	43	24	29	28	22	20	29	31	30
ENSG00000160888.7|IER2	507.07	436	406	462	504.72	423.36	516	382	499.83	492.52	568	525
ENSG00000160908.15|ZNF394	362.88	337.07	268.79	388.13	296.52	287.39	314.61	246.61	364.44	337.77	374.18	319.92
ENSG00000160917.15|CPSF4	1279	1242	1001	1207	898.29	865	1001.82	803	1184	1080	1186	1041
ENSG00000160932.11|LY6E	814	658	674	800	621	521	639	508	493	621	634	625
ENSG00000160948.14|VPS28	1805	1703	1495	1921	1438	1205	1535	1237	982	994	1173	997
ENSG00000160949.17|TONSL	595	540	531	696	506	509	533	487	473	654	694	805
ENSG00000160953.16|PWWP3A	2393.29	2268.74	1875.63	2228.22	1757.38	1559.7	1946.83	1403.3	1254.76	1233.33	1399.32	1171.15
ENSG00000160957.13|RECQL4	1233.69	1202.8	1126.7	1524.08	1207.69	1252.86	1243.95	1246.17	896	1277.61	1308.4	1505.72
ENSG00000160959.8|LRRC14	1137.24	1127.06	947.27	1217.26	1020.5	1055.37	1030.42	930.37	781.47	1007.46	1092.74	993.86
ENSG00000160961.12|ZNF333	943.89	799	763	819	752	673	786	613	414	311	398	279
ENSG00000160972.9|PPP1R16A	434.54	410.97	421.7	536.95	446.98	439.43	458.89	526.4	287.53	463.59	410	517.69
ENSG00000160973.7|FOXH1	129.65	158.21	91.08	95.67	142.37	44.63	47.86	78.01	106.1	67.14	100.94	70.14
ENSG00000160991.16|ORAI2	932.35	874.03	790.67	1042.9	795.78	772.92	918.98	718.68	908.04	1051.09	1175.23	1127.54
ENSG00000160993.4|ALKBH4	228.65	265.97	190.33	261.1	197.22	190.08	264.02	168.32	198.96	214.91	250.77	248.46
ENSG00000160999.10|SH2B2	58	60	64	59	63	62	63	64	67	75	76	83
ENSG00000161010.15|MRNIP	776.43	716.49	581.95	807.38	620.24	577.86	564.59	532.02	810.68	731.87	902.75	761.03
ENSG00000161011.20|SQSTM1	6085.57	6349.63	5189.35	7540.69	4539.76	4379.87	4934.41	4366.24	8274.5	8790.96	9310.43	9427.29
ENSG00000161013.17|MGAT4B	2553	2442	2173.88	2755	2094	1996	2317	1924	2736.83	2974	3099	3187.9
ENSG00000161016.17|RPL8	11144	10559	9094	11337	10149	8459	10140	7864	8517	9322	9949	9073
ENSG00000161021.13|MAML1	1489	1408	1217	1460	1257	1225	1360	1106	1191	1199	1212	1133
ENSG00000161036.13|LRWD1	394	343	300	382	290	298	340	285	310	422	416	542
ENSG00000161040.16|FBXL13	2	12	7	11	5	2	2	2	3	7	5	5
ENSG00000161048.11|NAPEPLD	564	510	451	556	547	533	635	438	659	514	579	602
ENSG00000161057.12|PSMC2	2578	2175	1796	2455	1888	1883	1988	1678	2517	2431	2221	2340
ENSG00000161082.13|CELF5	161.19	168.1	118.7	166.52	112	142	125.86	101	86.55	80	115	94
ENSG00000161091.13|MFSD12	933.81	968.3	764.67	973.64	880.58	804.49	911.29	776.87	715.71	832.81	981.35	856.02
ENSG00000161103.11|AC008132.1	3.03	2.21	1.8	5.43	2.3	5.51	2.36	4.67	5.77	3	12.92	3.13
ENSG00000161149.12|TUBA3FP	35.5	47.79	41.4	32.13	39.88	46	39.56	34.72	38.81	35.66	35.27	29.8
ENSG00000161179.13|YDJC	11	13	6	18	5	4	4	5	13	11	9	18
ENSG00000161180.11|CCDC116	12	23	18	13	28	8	6	16	3	6	6	7
ENSG00000161202.19|DVL3	4600	4299	3654	4533	3603	3242	3550	2930	3404	3147	3612	3308
ENSG00000161203.13|AP2M1	9725	9221	7783	10102	7755	7260	8241	6844	9360	8913	9285	8645
ENSG00000161204.11|ABCF3	1199	1124	982	1242	1051	954	1113	833	1199	1251	1402	1150
ENSG00000161217.12|PCYT1A	1790.04	1623.97	1483	1870	1531.72	1412.47	1681	1370.98	2050.55	1884	1994.37	1798.97
ENSG00000161249.21|DMKN	64	41	49	46	75	65	62	49	232	207	175	222
ENSG00000161265.15|U2AF1L4	202.3	197	131	163.13	118.77	107.58	153	122	91	83	107	85
ENSG00000161267.12|BDH1	138	122	134	158	185	127	141	155	131	154	128	150
ENSG00000161277.10|THAP8	118	143	147	165	140	97	136	123	94	92	80	99
ENSG00000161298.18|ZNF382	179	207	154	228.07	211	182	248.07	195.08	209	192	251	199
ENSG00000161328.11|LRRC56	29	30	32	33	18	22	21	20	2	12	12	17
ENSG00000161381.14|PLXDC1	20449.16	15397.28	15481.62	15822.31	16617.72	11056.77	17232.02	9643.29	3239.87	1650.99	2917.29	1251
ENSG00000161395.14|PGAP3	718	725	600	751	553	503.95	574	564	540	520.9	627	570
ENSG00000161509.14|GRIN2C	49	69	65	76	57	47	59	43	21	19	27	18
ENSG00000161513.12|FDXR	479	542	445	631	405	408	462	373	345	443	492	529
ENSG00000161526.15|SAP30BP	1235	1112	952	1206	969	931	1123	821	1062	1096	1119	1035
ENSG00000161533.12|ACOX1	1121	1070	982	1156	914	897	992	781	985	858	887	787
ENSG00000161542.16|PRPSAP1	1483	1318	1143	1359	1082	1048	1177	931	1231	1132	1161	1055
ENSG00000161547.16|SRSF2	5085.29	3924.81	3578.54	4241.45	3695.3	3503.85	4061.33	3291.03	4246.33	3641.06	3988.37	3533.5
ENSG00000161551.14|ZNF577	320	253.6	211	272.63	194	161	194.11	173	187.38	124	155	145
ENSG00000161558.11|TMEM143	148	151	129	133	103	99	113	109	99	75	111	83
ENSG00000161618.10|ALDH16A1	115.05	109	127.95	144.93	95	89	115	117	57.63	114	93.89	152
ENSG00000161638.11|ITGA5	1891	1585	1601	1805	1791	1363	1744	1366	2353	2240	2531	2314
ENSG00000161642.17|ZNF385A	465	540	330	559	380	367	418	355	356	415	381	422
ENSG00000161647.18|MPP3	361	326	281	315	203	258	272	213	257	244	258	273
ENSG00000161653.10|NAGS	75	55	54	71	76	74	40	82	59	72	63	71
ENSG00000161654.9|LSM12	1454.41	1281.67	1124.52	1214.96	1130.33	1074.78	1237.2	974.77	1207.71	1009.35	1145.85	926.65
ENSG00000161664.6|ASB16	71.42	87.97	52.45	93.27	70	82.7	74	79.74	68	55.2	78.21	69.2
ENSG00000161671.16|EMC10	16.64	10.48	8	13.39	6.17	10.09	16.34	19.75	3.04	3.18	6	4.26
ENSG00000161677.11|JOSD2	116	108	102	147	86	79	104	76	75	103	118	124
ENSG00000161681.15|SHANK1	25	11	11	16	7	9	2	6	26	23	31	30
ENSG00000161682.14|FAM171A2	179	161	133	197	109	113	132	140	59	103	109	135
ENSG00000161692.18|DBF4B	685	728	509	719	752	699	738	682	798	858	842	964
ENSG00000161714.12|PLCD3	601	657	520	702	423	436	491	407	671	857	849	871
ENSG00000161791.14|FMNL3	2875.22	2306.11	2341.99	2243.42	2515.97	1869.79	2552.24	1594.01	1826.27	1413.7	1985	1490.96
ENSG00000161800.13|RACGAP1	2952	2597	2182	3179.77	2886	3275	3376	2937	3805	3812	3702	3524
